id,family,kind,rarity,set,name,description,icon
sigil_c4z1b,item,Sigil,Green,,Frostmere Sigil (Normal),A binding sigil used to summon Guardian of Frostmere on Normal difficulty.,item/sigil_c4z1b.png
sigil_c4z1b,item,Sigil,Blue,,Frostmere Sigil (Hard),A binding sigil used to summon Guardian of Frostmere on Hard difficulty.,item/sigil_c4z1b.png
sigil_c4z1b,item,Sigil,Purple,,Frostmere Sigil (Legendary),A binding sigil used to summon Guardian of Frostmere on Legendary difficulty.,item/sigil_c4z1b.png
sigil_c4z1b,item,Sigil,Orange,,Frostmere Sigil (Nightmare),A binding sigil used to summon Guardian of Frostmere on Nightmare difficulty.,item/sigil_c4z1b.png
sigil_c4z2b,item,Sigil,Green,,Glacier Maw Sigil (Normal),A binding sigil used to summon Guardian of Glacier Maw on Normal difficulty.,item/sigil_c4z2b.png
sigil_c4z2b,item,Sigil,Blue,,Glacier Maw Sigil (Hard),A binding sigil used to summon Guardian of Glacier Maw on Hard difficulty.,item/sigil_c4z2b.png
sigil_c4z2b,item,Sigil,Purple,,Glacier Maw Sigil (Legendary),A binding sigil used to summon Guardian of Glacier Maw on Legendary difficulty.,item/sigil_c4z2b.png
sigil_c4z2b,item,Sigil,Orange,,Glacier Maw Sigil (Nightmare),A binding sigil used to summon Guardian of Glacier Maw on Nightmare difficulty.,item/sigil_c4z2b.png
sigil_c4z3b,item,Sigil,Green,,Pale Citadel Sigil (Normal),A binding sigil used to summon Guardian of Pale Citadel on Normal difficulty.,item/sigil_c4z3b.png
sigil_c4z3b,item,Sigil,Blue,,Pale Citadel Sigil (Hard),A binding sigil used to summon Guardian of Pale Citadel on Hard difficulty.,item/sigil_c4z3b.png
sigil_c4z3b,item,Sigil,Purple,,Pale Citadel Sigil (Legendary),A binding sigil used to summon Guardian of Pale Citadel on Legendary difficulty.,item/sigil_c4z3b.png
sigil_c4z3b,item,Sigil,Orange,,Pale Citadel Sigil (Nightmare),A binding sigil used to summon Guardian of Pale Citadel on Nightmare difficulty.,item/sigil_c4z3b.png
sigil_c5z0b,item,Sigil,Green,,Dustfall Sigil (Normal),A binding sigil used to summon Guardian of Dustfall on Normal difficulty.,item/sigil_c5z0b.png
sigil_c5z0b,item,Sigil,Blue,,Dustfall Sigil (Hard),A binding sigil used to summon Guardian of Dustfall on Hard difficulty.,item/sigil_c5z0b.png
sigil_c5z0b,item,Sigil,Purple,,Dustfall Sigil (Legendary),A binding sigil used to summon Guardian of Dustfall on Legendary difficulty.,item/sigil_c5z0b.png
sigil_c5z0b,item,Sigil,Orange,,Dustfall Sigil (Nightmare),A binding sigil used to summon Guardian of Dustfall on Nightmare difficulty.,item/sigil_c5z0b.png
sigil_c5z1b,item,Sigil,Green,,Emberpan Sigil (Normal),A binding sigil used to summon Guardian of Emberpan on Normal difficulty.,item/sigil_c5z1b.png
sigil_c5z1b,item,Sigil,Blue,,Emberpan Sigil (Hard),A binding sigil used to summon Guardian of Emberpan on Hard difficulty.,item/sigil_c5z1b.png
sigil_c5z1b,item,Sigil,Purple,,Emberpan Sigil (Legendary),A binding sigil used to summon Guardian of Emberpan on Legendary difficulty.,item/sigil_c5z1b.png
sigil_c5z1b,item,Sigil,Orange,,Emberpan Sigil (Nightmare),A binding sigil used to summon Guardian of Emberpan on Nightmare difficulty.,item/sigil_c5z1b.png
sigil_c5z2b,item,Sigil,Green,,Magma Rift Sigil (Normal),A binding sigil used to summon Guardian of Magma Rift on Normal difficulty.,item/sigil_c5z2b.png
sigil_c5z2b,item,Sigil,Blue,,Magma Rift Sigil (Hard),A binding sigil used to summon Guardian of Magma Rift on Hard difficulty.,item/sigil_c5z2b.png
sigil_c5z2b,item,Sigil,Purple,,Magma Rift Sigil (Legendary),A binding sigil used to summon Guardian of Magma Rift on Legendary difficulty.,item/sigil_c5z2b.png
sigil_c5z2b,item,Sigil,Orange,,Magma Rift Sigil (Nightmare),A binding sigil used to summon Guardian of Magma Rift on Nightmare difficulty.,item/sigil_c5z2b.png
sigil_c5z3b,item,Sigil,Green,,Ashen Throne Sigil (Normal),A binding sigil used to summon Guardian of Ashen Throne on Normal difficulty.,item/sigil_c5z3b.png
sigil_c5z3b,item,Sigil,Blue,,Ashen Throne Sigil (Hard),A binding sigil used to summon Guardian of Ashen Throne on Hard difficulty.,item/sigil_c5z3b.png
sigil_c5z3b,item,Sigil,Purple,,Ashen Throne Sigil (Legendary),A binding sigil used to summon Guardian of Ashen Throne on Legendary difficulty.,item/sigil_c5z3b.png
sigil_c5z3b,item,Sigil,Orange,,Ashen Throne Sigil (Nightmare),A binding sigil used to summon Guardian of Ashen Throne on Nightmare difficulty.,item/sigil_c5z3b.png
sigil_c5z4b,item,Sigil,Green,,Cinder Crown Sigil (Normal),A binding sigil used to summon Guardian of Cinder Crown on Normal difficulty.,item/sigil_c5z4b.png
sigil_c5z4b,item,Sigil,Blue,,Cinder Crown Sigil (Hard),A binding sigil used to summon Guardian of Cinder Crown on Hard difficulty.,item/sigil_c5z4b.png
sigil_c5z4b,item,Sigil,Purple,,Cinder Crown Sigil (Legendary),A binding sigil used to summon Guardian of Cinder Crown on Legendary difficulty.,item/sigil_c5z4b.png
sigil_c5z4b,item,Sigil,Orange,,Cinder Crown Sigil (Nightmare),A binding sigil used to summon Guardian of Cinder Crown on Nightmare difficulty.,item/sigil_c5z4b.png
sigil_c6z0b,item,Sigil,Green,,Twilight Gate Sigil (Normal),A binding sigil used to summon Guardian of Twilight Gate on Normal difficulty.,item/sigil_c6z0b.png
sigil_c6z0b,item,Sigil,Blue,,Twilight Gate Sigil (Hard),A binding sigil used to summon Guardian of Twilight Gate on Hard difficulty.,item/sigil_c6z0b.png
sigil_c6z0b,item,Sigil,Purple,,Twilight Gate Sigil (Legendary),A binding sigil used to summon Guardian of Twilight Gate on Legendary difficulty.,item/sigil_c6z0b.png
sigil_c6z0b,item,Sigil,Orange,,Twilight Gate Sigil (Nightmare),A binding sigil used to summon Guardian of Twilight Gate on Nightmare difficulty.,item/sigil_c6z0b.png
sigil_c6z1b,item,Sigil,Green,,Star Hollow Sigil (Normal),A binding sigil used to summon Guardian of Star Hollow on Normal difficulty.,item/sigil_c6z1b.png
sigil_c6z1b,item,Sigil,Blue,,Star Hollow Sigil (Hard),A binding sigil used to summon Guardian of Star Hollow on Hard difficulty.,item/sigil_c6z1b.png
sigil_c6z1b,item,Sigil,Purple,,Star Hollow Sigil (Legendary),A binding sigil used to summon Guardian of Star Hollow on Legendary difficulty.,item/sigil_c6z1b.png
sigil_c6z1b,item,Sigil,Orange,,Star Hollow Sigil (Nightmare),A binding sigil used to summon Guardian of Star Hollow on Nightmare difficulty.,item/sigil_c6z1b.png
sigil_c6z2b,item,Sigil,Green,,Void Threshold Sigil (Normal),A binding sigil used to summon Guardian of Void Threshold on Normal difficulty.,item/sigil_c6z2b.png
sigil_c6z2b,item,Sigil,Blue,,Void Threshold Sigil (Hard),A binding sigil used to summon Guardian of Void Threshold on Hard difficulty.,item/sigil_c6z2b.png
sigil_c6z2b,item,Sigil,Purple,,Void Threshold Sigil (Legendary),A binding sigil used to summon Guardian of Void Threshold on Legendary difficulty.,item/sigil_c6z2b.png
sigil_c6z2b,item,Sigil,Orange,,Void Threshold Sigil (Nightmare),A binding sigil used to summon Guardian of Void Threshold on Nightmare difficulty.,item/sigil_c6z2b.png
sigil_c6z3b,item,Sigil,Green,,Eternal Stair Sigil (Normal),A binding sigil used to summon Guardian of Eternal Stair on Normal difficulty.,item/sigil_c6z3b.png
sigil_c6z3b,item,Sigil,Blue,,Eternal Stair Sigil (Hard),A binding sigil used to summon Guardian of Eternal Stair on Hard difficulty.,item/sigil_c6z3b.png
sigil_c6z3b,item,Sigil,Purple,,Eternal Stair Sigil (Legendary),A binding sigil used to summon Guardian of Eternal Stair on Legendary difficulty.,item/sigil_c6z3b.png
sigil_c6z3b,item,Sigil,Orange,,Eternal Stair Sigil (Nightmare),A binding sigil used to summon Guardian of Eternal Stair on Nightmare difficulty.,item/sigil_c6z3b.png
sigil_c6z4b,item,Sigil,Green,,Throne of Ancients Sigil (Normal),A binding sigil used to summon Guardian of Throne of Ancients on Normal difficulty.,item/sigil_c6z4b.png
sigil_c6z4b,item,Sigil,Blue,,Throne of Ancients Sigil (Hard),A binding sigil used to summon Guardian of Throne of Ancients on Hard difficulty.,item/sigil_c6z4b.png
sigil_c6z4b,item,Sigil,Purple,,Throne of Ancients Sigil (Legendary),A binding sigil used to summon Guardian of Throne of Ancients on Legendary difficulty.,item/sigil_c6z4b.png
sigil_c6z4b,item,Sigil,Orange,,Throne of Ancients Sigil (Nightmare),A binding sigil used to summon Guardian of Throne of Ancients on Nightmare difficulty.,item/sigil_c6z4b.png
potion_energy_minor,item,Consumable,Green,,Minor Energy Draught,Restores 25 Energy. The road does not walk itself.,item/potion_energy_minor.png
potion_energy_major,item,Consumable,Blue,,Energy Draught,Restores 60 Energy. Brewed for those who refuse to stop.,item/potion_energy_major.png
potion_stamina_minor,item,Consumable,Green,,Minor Stamina Draught,Restores 25 Stamina. Steadies the arm for one more strike.,item/potion_stamina_minor.png
potion_stamina_major,item,Consumable,Blue,,Stamina Draught,Restores 60 Stamina. The long fight favours the prepared.,item/potion_stamina_major.png
potion_health_minor,item,Consumable,Green,,Minor Healing Poultice,"Restores 25 Health. Crude, bitter, and enough.",item/potion_health_minor.png
potion_health_major,item,Consumable,Blue,,Healing Poultice,Restores 60 Health. Closes what the raid opened.,item/potion_health_major.png
elixir_restoration,item,Consumable,Purple,,Ancient's Restorative,"Refills your Energy completely. Found, never sold.",item/elixir_restoration.png
mat_oathsteel,item,Material,Blue,,Oathsteel Ingot,Steel quenched in a spoken oath. The forge remembers what was promised.,item/mat_oathsteel.png
mat_vanguard_banner,item,Material,Green,,Vanguard Banner,Carried at the front until the front moved. Proof of a line that held.,item/mat_vanguard_banner.png
mat_wyrm_scale,item,Material,Purple,,Wyrm Scale,Prised from a raid boss that did not part with it willingly.,item/mat_wyrm_scale.png
mat_causeway_ash,item,Material,Grey,,Causeway Ash,"Grey, weightless, and everywhere on the Ashen Causeway. Smiths pack it around a quench because it takes heat without ever giving it back.",item/mat_causeway_ash.png
mat_hollow_reed,item,Material,White,,Hollow Marches Reed,Grows only where the ground is too wet to bury anything. The Marches are full of them.,item/mat_hollow_reed.png
mat_emberfall_slag,item,Material,Green,,Emberfall Slag,Run-off from a fire that burned in the Age of Dawn and has not entirely stopped. Warm at the core a thousand years after the fact.,item/mat_emberfall_slag.png
mat_keepwall_mortar,item,Material,Blue,,Keepwall Mortar,Prised from a wall Malachar's masons raised in one night. Nobody has explained the speed.,item/mat_keepwall_mortar.png
mat_rime_glass,item,Material,Blue,,Rime-Glass,"Frostmere water frozen so slowly it set clear. It does not melt in the hand. It does not melt in a forge either, which is the difficulty.",item/mat_rime_glass.png
mat_cinder_salt,item,Material,Purple,,Cinder-Salt,"Scraped off the Ashen Throne, where the heat drove everything out of the stone but this. Tastes of iron. Nobody tastes it twice.",item/mat_cinder_salt.png
mat_starhollow_dust,item,Material,Purple,,Star Hollow Dust,"Collected where the sky is closest and least reliable. It settles upward if left alone, so it is never left alone.",item/mat_starhollow_dust.png
mat_mire_ichor,item,Material,White,,Mire-Ichor,"Pale, luminous, foul. Bled from the Brood-things of the drowned shallows. Useless alone; the basis of half the alchemy on the Drowned Coast.",item/mat_mire_ichor.png
mat_brood_chitin,item,Material,Green,,Mire-Brood Chitin,Plate from a thing that grows a new one each season and abandons the old where it stood.,item/mat_brood_chitin.png
mat_stag_tendon,item,Material,Blue,,Ashen Stag Heart-Tendon,The Heartmarch hunters string bows with it and say an arrow loosed from one arrives before the sound does.,item/mat_stag_tendon.png
mat_wrathslag,item,Material,Purple,,Wrath-Slag,"The cooled residue of a Manifestation. Still faintly warm an Age later, and still, very slightly, trying to qualify whoever holds it.",item/mat_wrathslag.png
mat_leviathan_baleen,item,Material,Purple,,Leviathan Baleen,"Cut from a Primordial that was never killed, only out-waited. It filters things out of air that air was not known to contain.",item/mat_leviathan_baleen.png
mat_colossus_filament,item,Material,Orange,,Colossus Filament,Sigil-wire from the Iron Colossus's commanding core. Still carrying an order. Still trying to deliver it to a chain of command four hundred years dead.,item/mat_colossus_filament.png
mat_sounding_horn,item,Material,Orange,,Sounding-Horn of the Sunken Leviathan,"It still holds one note. The Old Guard who took it never agreed on what the note does, only that the sea answered the one time it was sounded.",item/mat_sounding_horn.png
mat_gravewend_haft,item,Material,Orange,,Haft of Gravewend,"A farm tool from a village whose name is not written down, carried by a man whose name is not written down, who used it to kill a thing that should have killed him. The village is gone. The pitchfork is not.",item/mat_gravewend_haft.png
mat_null_sigil_ink,item,Material,Orange,,Null-Sigil Ink,The medium the Sealwrights wrote closure in. It does not dry so much as decide to stop.,item/mat_null_sigil_ink.png
mat_quiet_lamp_oil,item,Material,Orange,,Quiet Lamp Oil,Drawn from a Last Watch relay lamp that has burned unattended since the fall. The Watch does not know what it burns and has stopped asking.,item/mat_quiet_lamp_oil.png
potion_energy_greater,item,Consumable,Purple,,Greater Energy Draught,"Restores 150 Energy. Brewed at the relays, for a road that does not end at dusk.",item/potion_energy_greater.png
potion_energy_grand,item,Consumable,Purple,,Grand Energy Draught,Restores 400 Energy. The Weir issues these to couriers who are not expected back soon.,item/potion_energy_grand.png
potion_stamina_greater,item,Consumable,Purple,,Greater Stamina Draught,Restores 150 Stamina. The arm gives out before the will does. This is for the arm.,item/potion_stamina_greater.png
potion_stamina_grand,item,Consumable,Purple,,Grand Stamina Draught,Restores 400 Stamina. Drunk before a company commits to something it cannot walk away from.,item/potion_stamina_grand.png
potion_health_greater,item,Consumable,Purple,,Greater Healing Poultice,Restores 150 Health. Closes what a company opened.,item/potion_health_greater.png
elixir_stamina_restoration,item,Consumable,Purple,,Ancient's Draught,"Refills your Stamina completely. Found, never sold.",item/elixir_stamina_restoration.png
statbag_greater,item,StatBag,Purple,,Greater Stat Bag,"Contains 40 unassigned skill points. Old Guard requisition, unopened since the fall.",item/statbag_greater.png
statbag_ancient,item,StatBag,Orange,,Ancient's Reliquary,Contains 100 unassigned skill points. What the Dawnward Choir calls an answer.,item/statbag_ancient.png
sigil_lastwatch_lamp_normal,item,Sigil,Green,,Sigil of the Last Lamp,The name of a lamp that has not gone out. Speak it and the vigil resumes.,item/sigil_lastwatch_lamp_normal.png
sigil_lastwatch_lamp_hard,item,Sigil,Blue,,Sigil of the Last Lamp (Hard),"The name of a lamp that has not gone out. Spoken harder, it answers harder.",item/sigil_lastwatch_lamp_hard.png
sigil_lastwatch_lamp_legendary,item,Sigil,Purple,,Sigil of the Last Lamp (Legendary),"The name of a lamp that has not gone out, and of the thing that has been circling it.",item/sigil_lastwatch_lamp_legendary.png
sigil_lastwatch_lamp_nightmare,item,Sigil,Orange,,Sigil of the Last Lamp (Nightmare),"The name of a lamp that has not gone out. At this pitch, something else uses the name too.",item/sigil_lastwatch_lamp_nightmare.png
mat_warren_teeth,item,Material,Green,,Warren Teeth,Goblins replace them constantly and leave the old ones where they fall. A tunnel floor is half gravel and half this.,item/mat_warren_teeth.png
mat_brood_carapace,item,Material,Blue,,Brood Carapace,Plate off something that outgrew three of these before anyone got close enough to measure.,item/mat_brood_carapace.png
mat_stag_ash,item,Material,Blue,,Ashen Stag Ash,What is left where one lay down. The Heartmarch hunters do not collect it and will not say why.,item/mat_stag_ash.png
mat_deepwood_heart,item,Material,Purple,,Deepwood Heart,Cut from an apex that had been growing since before the Sundering. Still warm four days out.,item/mat_deepwood_heart.png
mat_gravesalt,item,Material,Green,,Gravesalt,"The Watch packs it around anything it has to move twice. It works, and nobody has asked how.",item/mat_gravesalt.png
mat_barrow_iron,item,Material,Purple,,Barrow Iron,"Grave-goods iron, buried long enough to take on the habit. It does not rust and it does not hold an edge — the Watch considers the trade fair.",item/mat_barrow_iron.png
mat_amber_rot,item,Material,Blue,,Amber Rot,"The Awakening's own residue. It is warm, it is slightly wrong, and it keeps indefinitely in a sealed jar that nobody wants in their pack.",item/mat_amber_rot.png
mat_glutbound_core,item,Material,Purple,,Glutbound Core,The dense part of a thing that had nearly finished becoming something else.,item/mat_glutbound_core.png
mat_command_sigil,item,Material,Blue,,Cracked Command Sigil,Prised off a Wrought mid-order. It is still trying to finish the sentence.,item/mat_command_sigil.png
mat_brimstone_slag,item,Material,Blue,,Brimstone Slag,"Cools where a Swollen thing stood too long. Emberpan is paved in it, mostly.",item/mat_brimstone_slag.png
mat_leviathan_tooth,item,Material,Purple,,Leviathan Tooth,"One of very many, and still the largest object most people will ever hold.",item/mat_leviathan_tooth.png
mat_kronarch_seal,item,Material,Purple,,Kronarch's Broken Seal,From the muster-rolls of the army that won against nothing. Most of the names are legible.,item/mat_kronarch_seal.png
mat_sovereign_scale,item,Material,Orange,,Sovereign's Shed Scale,The Gauntlet collects them. It has never said what for and has never been asked twice.,item/mat_sovereign_scale.png
mat_lamp_black,item,Material,Green,,Lamp-Black,"Soot off a relay lamp, ground fine. The Watch hems its hoods with it so a courier does not shine in a doorway.",item/mat_lamp_black.png
mat_sable_thread,item,Material,Purple,,Sable Vein Thread,The Houses dye it twice and will not discuss the second dye.,item/mat_sable_thread.png
mat_pitch_seal,item,Material,Green,,Marsh Pitch,Boiled down over three days. Gravewardens seal their wades with it and their coffins too.,item/mat_pitch_seal.png
mat_cork_iron,item,Material,Blue,,Cork-and-Iron Sole,Salvager's stock. Buoyant enough to float a boot and heavy enough to keep it down.,item/mat_cork_iron.png
mat_resonant_brass,item,Material,Purple,,Resonant Brass,"Cast to hum at one note and no other. The Choir orders it by the tone, never the weight.",item/mat_resonant_brass.png
mat_siege_lead,item,Material,Blue,,Siege Lead,"Backing for a breaker's visor. A Wrought does not aim, which makes shielding a guess everywhere at once.",item/mat_siege_lead.png
potion_energy_relay,item,Consumable,Orange,,Relay Draught,Restores 900 Energy. Issued to a courier who is not expected to stop.,item/potion_energy_relay.png
potion_stamina_relay,item,Consumable,Orange,,Warhorn Draught,Restores 900 Stamina. Drunk by a company that has decided the thing in front of it is going down today.,item/potion_stamina_relay.png
potion_health_grand,item,Consumable,Purple,,Grand Healing Poultice,Restores 400 Health. Field-standard for anything the Weir calls a bad week.,item/potion_health_grand.png
elixir_health_restoration,item,Consumable,Purple,,Ancient's Mending,"Refills your Health completely. Found, never sold.",item/elixir_health_restoration.png
statbag_oathsworn,item,StatBag,Purple,,Oathsworn Cache,Contains 65 unassigned skill points. Left by a company that did not need them after all.,item/statbag_oathsworn.png
potion_devils_tea,item,Consumable,Purple,,The Devil's Tea,Restores 260 Energy. He offers it to everyone who comes to kill him. Several have stayed for a second cup and one is reportedly still there.,item/potion_devils_tea.png
potion_long_afternoon,item,Consumable,Purple,,The Long Afternoon,Restores 260 Stamina. Bottled from a nap of genuinely historic proportions.,item/potion_long_afternoon.png
mat_censer_resin,item,Material,Orange,,Perpetual Censer Resin,Scraped from the inside of a censer lit during the Age of Dawn. There is still some left. There has always been some left.,item/mat_censer_resin.png
mat_unwalked_leather,item,Material,Purple,,Unwalked Leather,"Cut for slippers that were never worn outdoors. Immaculate, and faintly reproachful.",item/mat_unwalked_leather.png
statbag_reconsideration,item,StatBag,Blue,,A Moment's Reconsideration,Grants 25 unassigned skill points. He suggests you think about where you put them. He is not going to elaborate and he is not going to stop looking at you.,item/statbag_reconsideration.png
mat_bog_cotton,item,Material,Grey,,Bog Cotton,"Grows in standing water and pulls out in handfuls. Wadding, tinder, bandage — a Weir pack carries it because it is the cheapest thing that is ever useful.",item/mat_bog_cotton.png
mat_road_flint,item,Material,Grey,,Road Flint,Picked off any causeway by anyone who bothers to look down. It has started every fire the frontier has ever needed and it has never once been remarkable.,item/mat_road_flint.png
mat_tallow,item,Material,White,,Rendered Tallow,"Every relay lamp in the Watch burns it, every boot in the Weir is greased with it, and nobody has ever written a sentence about it before this one.",item/mat_tallow.png
mat_coarse_thread,item,Material,White,,Coarse Thread,"Spun thick enough to sew canvas and cheap enough to waste. The frontier repairs more than it replaces, and this is what it repairs with.",item/mat_coarse_thread.png
magic_whetstone,magic,Damage,White,,Whetstone,Sharpens every blow; a guaranteed small bonus on every hit.,magic/magic_whetstone.png
magic_lesser_poison,magic,Damage,White,,Lesser Poison,A weak venom that occasionally laces attacks.,magic/magic_lesser_poison.png
magic_poison,magic,Damage,Green,,Poison,A reliable venom that procs with moderate frequency.,magic/magic_poison.png
magic_greater_poison,magic,Damage,Blue,,Greater Poison,A potent venom with meaningful proc damage.,magic/magic_greater_poison.png
magic_smite,magic,Damage,Orange,,Smite,The pinnacle strike. It lands often enough that you plan around it.,magic/magic_smite.png
magic_blessing_of_might,magic,Damage,Orange,,Blessing of Might,"The pinnacle boon. Sustained, reliable, and never a gamble.",magic/magic_blessing_of_might.png
magic_impending_doom,magic,Damage,Purple,,Impending Doom,A catastrophic curse that rarely fires but devastates when it does.,magic/magic_impending_doom.png
magic_expose_weakness,magic,Crit,Green,,Expose Weakness,"Reveals a flaw in the target's defence, increasing crit chance.",magic/magic_expose_weakness.png
magic_midas_touch,magic,Gold,Green,,Midas Touch,Every hit has a chance to yield bonus gold.,magic/magic_midas_touch.png
magic_kindling,magic,Leveling,White,,Kindling,Occasionally doubles the experience earned from a hit.,magic/magic_kindling.png
magic_pinnacle_5000,magic,Damage,Orange,,Luminary's Echo,"PLACEHOLDER. A pinnacle magic awarded at level 5,000. Its entire effect — proc, drop, or something stranger — is designed by the first player to reach this level; everyone who arrives afterwards receives that design and keeps it. Inert until then.",magic/magic_pinnacle_5000.png
magic_pinnacle_7500,magic,Damage,Orange,,Archon's Decree,"PLACEHOLDER. A pinnacle magic awarded at level 7,500. Its entire effect — proc, drop, or something stranger — is designed by the first player to reach this level; everyone who arrives afterwards receives that design and keeps it. Inert until then.",magic/magic_pinnacle_7500.png
magic_pinnacle_10000,magic,Damage,Orange,,Ancient's Wrath,"PLACEHOLDER. A pinnacle magic awarded at level 10,000. Its entire effect — proc, drop, or something stranger — is designed by the first player to reach this level; everyone who arrives afterwards receives that design and keeps it. Inert until then.",magic/magic_pinnacle_10000.png
magic_pinnacle_15000,magic,Damage,Orange,,Elder Resonance,"PLACEHOLDER. A pinnacle magic awarded at level 15,000. Its entire effect — proc, drop, or something stranger — is designed by the first player to reach this level; everyone who arrives afterwards receives that design and keeps it. Inert until then.",magic/magic_pinnacle_15000.png
magic_pinnacle_25000,magic,Damage,Orange,,Eternal Aspect,"PLACEHOLDER. A pinnacle magic awarded at level 25,000. Its entire effect — proc, drop, or something stranger — is designed by the first player to reach this level; everyone who arrives afterwards receives that design and keeps it. Inert until then.",magic/magic_pinnacle_25000.png
magic_wrath_of_the_ancients,magic,Damage,Orange,,Wrath of the Ancients,"The Gauntlet rank-1 aura. An off-cap proc applied to the Gauntlet raid, outside the five-magic slot cap. Rank-acquired only (per-event consumable).",magic/magic_wrath_of_the_ancients.png
magic_blessing_of_the_ancients,magic,Damage,Orange,,Blessing of the Ancients,"The Gauntlet ranks 2–10 aura. An off-cap proc applied to the Gauntlet raid, outside the five-magic slot cap. Rank-acquired only (per-event consumable).",magic/magic_blessing_of_the_ancients.png
magic_hollowpoint,magic,Damage,Green,,Hollow Point,A round bored out and left empty. What fills it on the way in is the argument.,magic/magic_hollowpoint.png
magic_rimefang,magic,Damage,Blue,,Rimefang,Frostmere ice that never gave up being water. It finds the gap in a thing and then widens it.,magic/magic_rimefang.png
magic_sunder,magic,Damage,Purple,,Sunder,"Old Guard siege doctrine, reduced to one word and one motion.",magic/magic_sunder.png
magic_wrathslag_ember,magic,Damage,Purple,,Wrathslag Ember,"A coal off a Manifestation. Still warm, still trying, still not quite a Herald.",magic/magic_wrathslag_ember.png
magic_kronarchs_last_order,magic,Damage,Orange,,Kronarch's Last Order,The command he gave when the tide went out and nothing answered. It still lands.,magic/magic_kronarchs_last_order.png
magic_keen_eye,magic,Crit,White,,Keen Eye,"The Watch teaches it before it teaches anything else: look at the seam, not the shield.",magic/magic_keen_eye.png
magic_readers_mark,magic,Crit,Blue,,Reader's Mark,House Sable Vein trains a scribe to find the one line that matters. It transfers.,magic/magic_readers_mark.png
magic_veiled_eye,magic,Crit,Purple,,The Veiled Eye,"Discernment's own nature, briefly lent. It does not see everything. It sees the thing that matters.",magic/magic_veiled_eye.png
magic_sealwrights_measure,magic,Crit,Orange,,The Sealwright's Measure,Before you can close a thing you must know exactly where it opens.,magic/magic_sealwrights_measure.png
magic_coinsense,magic,Gold,White,,Coin-Sense,"A caravan lord's habit, distilled. It notices what a room is worth on the way in.",magic/magic_coinsense.png
magic_tithe_ledger,magic,Gold,Green,,Tithe Ledger,The Gauntlet has kept one since its founding. Nobody has audited it and nobody has offered.,magic/magic_tithe_ledger.png
magic_hoarders_eye,magic,Gold,Blue,,Hoarder's Eye,"Hoard's dominion is not petty. It is the principle of accumulation itself, and it is contagious.",magic/magic_hoarders_eye.png
magic_spoils_of_the_march,magic,Gold,Purple,,Spoils of the March,What an army leaves is worth more than what it carried. The Weir has always known this.,magic/magic_spoils_of_the_march.png
magic_sovereigns_cut,magic,Gold,Orange,,The Sovereign's Cut,Every climb pays a tithe. This is the arrangement that decides which way it flows.,magic/magic_sovereigns_cut.png
magic_drillmasters_cant,magic,Leveling,Green,,Drillmaster's Cant,The Weir's marching count. Nothing about it is magical and it works anyway.,magic/magic_drillmasters_cant.png
magic_field_commission,magic,Leveling,Blue,,Field Commission,"Promotion granted where it was earned, by whoever was still standing to grant it.",magic/magic_field_commission.png
magic_the_long_watch,magic,Leveling,Purple,,The Long Watch,"Four hundred years of standing somewhere, compressed into the part that teaches.",magic/magic_the_long_watch.png
magic_age_of_dawn_fragment,magic,Leveling,Orange,,Fragment of the Age of Dawn,A piece of a lesson from before the Sundering. The rest of it is not recoverable.,magic/magic_age_of_dawn_fragment.png
magic_steady_hand,magic,Utility,White,,Steady Hand,"Never misses, never surprises. The Weir issues it to anyone who has been startled once too often.",magic/magic_steady_hand.png
magic_gamblers_sigil,magic,Utility,Green,,Gambler's Sigil,"Old Guard camp-work, technically forbidden. Enforcement was reportedly inconsistent.",magic/magic_gamblers_sigil.png
magic_metronome,magic,Utility,Blue,,Wardens' Metronome,"It keeps time, and every beat lands. Small, certain, endless.",magic/magic_metronome.png
magic_last_lamp_wick,magic,Utility,Purple,,Wick of the Last Lamp,It burns very slowly and it has never gone out. Arveth's lamp is still lit on the same principle.,magic/magic_last_lamp_wick.png
magic_one_true_swing,magic,Utility,Orange,,The One True Swing,Gravewend's peasant got exactly one. The pitchfork remembers the shape of it — and has learned to repeat it.,magic/magic_one_true_swing.png
magic_considered_inaction,magic,Utility,Orange,,Considered Inaction,"The archdevil's contribution to the war effort. He thought about it for an Age and then, on balance, contributed this. It is genuinely quite good, which nobody has forgiven.",magic/magic_considered_inaction.png
magic_pinnacle_2500,magic,Damage,Orange,,Luminary's Vow,"PLACEHOLDER. A pinnacle magic awarded at level 2,500. Its entire effect — proc, drop, or something stranger — is designed by the first player to reach this level; everyone who arrives afterwards receives that design and keeps it. Inert until then.",magic/magic_pinnacle_2500.png
magic_pinnacle_1000,magic,Utility,Orange,,Ascendant's Banner,"The first standard planted past the thousandth mark. It does not make its bearer stronger so much as it makes everyone within sight of it harder to discourage — and the less a soldier brought to the field, the more the banner gives back. Adds a flat +120 Attack to every blow struck against this raid, by anyone, for as long as it stands.",magic/magic_pinnacle_1000.png
gen_ironward,unit,Human Tank,Green,,Ironward the Steadfast,A stalwart Human Tank general whose shield stance can deflect devastating strikes.,unit/gen_ironward.png
gen_ashblade,unit,Human Melee,Blue,,Ashblade,A swift Human Melee general who strikes with burning precision.,unit/gen_ashblade.png
